comment,comment_cleaned,n_star,BATTERY,CAMERA,DESIGN,FEATURES,GENERAL,PERFORMANCE,PRICE,SCREEN,SER&ACC,STORAGE
Máy rất ok mua được 2 ngày cảm thấy mọi thứ rất ok.. Ngoại trừ là chưa có ốp lưng,máy rất tốt mua được 2 ngày cảm_thấy mọi thứ rất tốt ngoại_trừ chưa_có ốp lưng,5,0,0,0,0,3,0,0,0,1,0
Máy dùng rất ok mình đã trải nghiệm dc 3 tuần cam đẹp pin trâu nhưng tiếc là mình đã ăn trộm lấy mất máy,máy dùng rất tốt mình đã trải nghiệm được 3 tuần camera đẹp pin trâu nhưng tiếc mình đã ăn_trộm lấy mất máy,4,3,3,0,0,3,0,0,0,0,0
"Dùng gần 1 tháng nay , thấy ok mọi thứ . Ảnh chụp đẹp mà sao mấy bác chê nhìu dzị",dùng gần 1 tháng nay thấy tốt mọi thứ ảnh chụp đẹp sao mấy bác không_thích nhiều dzị,4,0,3,0,0,3,0,0,0,0,0
Vân tay cảm ứng kiểu đó thì bất tiện cho những ai dùng tay trái nhỉ. Giá như mở khóa vân tay đặt trong màn hình hoạc giữ ở vị trí sau lưng thì ok,vân tay cảm_ứng kiểu đó bất_tiện cho những ai dùng tay_trái nhỉ giá_như mở khóa vân tay đặt trong màn_hình hoạc giữ ở vị_trí sau lưng tốt,1,0,0,1,0,0,0,0,0,0,0
"Máy mượt, chụp ảnh dù không quá xuất sắc nhưng rất ổn trong tầm giá, dùng lâu máy chỉ ấm nhẹ chứ không quá nóng như review, pin trâu. Hiện vẫn chưa thấy lỗi gì. Các anh chị nhân viên phục vụ rất tận tình nên cho 5*",máy nhanh chụp ảnh dù không_quá xuất_sắc nhưng rất tốt trong tầm giá dùng lâu máy chỉ ấm nhẹ chứ không_quá nóng như đánh_giá pin trâu hiện vẫn chưa_thấy lỗi gì anh_chị nhân_viên phục_vụ rất tận_tình nên cho 5,5,0,3,0,0,0,3,2,0,3,0
Mình đặt trước joy3 nhưng khi mua về dùng được 2 ngày thì phát hiện ra lỗi chụp hình ảnh trực tiếp trong tin nhắn zalo bị lỗi. Mình đổi máy lần 2 vẫn bị lỗi nên đành trả lại. Mặc dù sản phẩm mình ưng ý nhưng mình lại ko có cơ hội dùng.,mình đặt trước joy3 nhưng khi mua về dùng được 2 ngày phát_hiện ra lỗi chụp hình_ảnh trực_tiếp trong tin nhắn zalo lỗi mình đổi máy lần 2 vẫn lỗi nên đành trả lại mặc_dù sản_phẩm mình ưng_ý nhưng mình lại không_có cơ_hội dùng,4,0,0,0,0,0,1,0,0,0,0
Sài ổn liên quân mượt camera tâm ổn hỏi ảo 1 tí pin tương đối ok mới mua hôm qua chưa có j để nhận xét nhiều,xài tốt liên_quân nhanh camera tâm tốt hỏi ảo 1 tí pin tương_đối tốt mới mua hôm_qua chưa_có gì để nhận_xét nhiều,5,2,2,0,0,3,3,0,0,0,0
"Cảm biến vân tay tệ quá mức, không ăn. Sai lầm khi mua. Samsung cần xử lý ngay lỗi vân tay",cảm_biến vân tay tệ quá mức không_ăn sai_lầm khi mua samsung xử_lý ngay lỗi vân tay,1,0,0,0,1,0,0,0,0,0,0
"Điện thoại này tốt, mình đâu có thấy quảng cáo gì nhiều đâu, cũng ko hề nóng máy hay wifi yếu như nhiều người nói, máy chụp hình đẹp và tốt lắm.",điện_thoại này tốt mình đâu có thấy quảng_cáo gì nhiều đâu cũng không_hề nóng máy hay wifi yếu như nhiều người nói máy chụp hình đẹp và tốt lắm,5,0,3,0,0,3,1,0,0,0,0
Thật sự là một sản phẩm tệ máy thao tác vuốt chậm đơ khi dùng lâu lúc đầu còn mượt dùng 10-15 phút sau là đơ khựng toàn tập mặc dù không chơi game,thật_sự một sản_phẩm tệ máy thao_tác vuốt chậm đứng máy khi dùng lâu lúc đầu còn nhanh dùng 10 15 phút sau đứng máy khựng toàn_tập mặc_dù không_chơi trò_chơi,1,0,0,0,0,1,1,0,0,0,0
"Sản phẩm mình đã dùng đc hơn 4 tháng cam ổn cấu hình mượt pin vó thể gọi là ổn chơi game liên tục thì tầm đc 4h50 còn để bth lướt fb ,tik tok thì đc tầm 1 ngày rưỡi , cho game tầm 2 tiếng thì có hơi nóng mayd một xíu nhưng ko sao nói chung sản phảm tốt hợp vs giá tiền",sản_phẩm mình đã dùng được hơn 4 tháng camera tốt cấu_hình nhanh pin vó thể gọi tốt chơi trò_chơi liên_tục tầm được 4h50 còn để bình_thường lướt facebook thích tok được tầm 1 ngày rưỡi cho trò_chơi tầm 2 tiếng có hơi nóng mayd một xíu nhưng không_sao nói_chung sản phảm tốt hợp với giá tiền,4,3,3,0,0,3,3,2,0,0,0
"Mới nhận hàng hôm qua! Máy đẹp, loa ổn! Hiệu năng OK!
Tuy nhiên Miui 11 trên android 10 chưa tối ưu tốt cho lắm, giao diện gọi điện thuần google chưa tùy biến, tài khoản micloud chưa đồng bộ được cuộc gọi, tin nhắn cũng vậy,  hdr trên Youtube chưa tối ưu lắm!",mới nhận hàng hôm_qua máy đẹp loa tốt hiệu_năng tốt tuy_nhiên miui 11 trên android 10 chưa_tối_ưu tốt cho lắm giao_diện gọi điện thuần google chưa_tùy biến tài_khoản micloud chưa_đồng_bộ được cuộc_gọi tin nhắn cũng vậy hdr trên youtube chưa_tối_ưu lắm,4,0,0,3,3,0,2,0,0,0,0
Chụp hình đêm bá đạo.rất thích.mới mua về chưa dùng rành nhưng chụp hình rất đẹp.cấu hình mượt.,chụp hình đêm bá đạo rất thích mới mua về chưa_dùng rành nhưng chụp hình rất đẹp cấu_hình nhanh,5,0,3,0,0,0,3,0,0,0,0
Máy sạc pin quá chậm mất 5 tiếng để sạc đầy pin. Cấu hình tầm trung để lướt web và vào Facebook thì dc,máy sạc pin quá chậm mất 5 tiếng để sạc đầy pin cấu_hình tầm trung để lướt web và vào facebook được,3,1,0,0,0,0,2,0,0,0,0
"Máy tầm giá này là oke rồi, mấy bố cứ đòi ứng dụng nặng, thế thì mua máy cao mà dùng",máy tầm giá này tốt rồi mấy bố cứ đòi ứng_dụng nặng thế_thì mua máy cao dùng,5,0,0,0,0,3,2,0,0,0,0
"Mới mua dc 1 tuần nói chung so với giá thì con này quá ngon, pin tương đối ổn dùng ít thì thoải mái được 2 ngày, nhiều thì 1 ngày. Nhận dạng khuôn mặt nhạy rất tiện luôn, À nên tắt bớt thông báo và gỡ bớt ứng dụng để máy chạy nhẹ nhàng",mới mua được 1 tuần nói_chung so với giá con này quá ngon pin tương_đối tốt dùng ít thoải_mái được 2 ngày nhiều 1 ngày nhận_dạng khuôn_mặt nhạy rất tiện luôn à nên tắt bớt thông_báo và gỡ bớt ứng_dụng để máy chạy nhẹ_nhàng,4,2,0,0,3,3,0,2,0,0,0
"xài được cam on ban, chất lượng cũng ổn, nhân viên bán hàng thân thiện  nhiệt tình",xài được camera on bán chất_lượng cũng tốt nhân_viên bán hàng thân_thiện nhiệt_tình,3,0,0,0,0,2,0,0,0,3,0
Gần 1 năm dùng mà thấy mọi thứ vẫn quá là hoàn hảo. Pin với các thứ vẫn ngon. Máy không bị đơ bao giờ.,gần 1 năm dùng thấy mọi thứ vẫn quá hoàn_hảo pin với thứ vẫn ngon máy không_bị đứng máy bao_giờ,5,3,0,0,0,3,3,0,0,0,0
Dùng 1 tháng cực được update chơi game không sao nhiều ngón ok  sạc nhanh pin lâu pubg lq ff cod quá mượt lâu lâu giật tí thôi chất lượng gia công ko tốt ở trên cùng của máy hơi ọp ẹp nhưng 2tr như này quá oke,dùng 1 tháng cực được update chơi trò_chơi không_sao nhiều ngón tốt sạc nhanh pin lâu pubg lq ff cod quá nhanh lâu_lâu giật tí thôi chất_lượng gia_công không_tốt ở trên cùng của máy hơi ọp_ẹp nhưng 2tr như này quá tốt,5,3,0,1,0,3,2,2,0,0,0
"Note 20 camera 64 MP là  camera tele chứ đâu phải camera chính, camera chính là 12 MP",note 20 camera 64 mp camera tele chứ đâu phải camera chính camera chính 12 mp,3,0,0,0,0,0,0,0,0,0,0
Đã mua tại thế giới di động thị xã An Khê gia Lai...qua 48h sử dụng cảm nhận máy rất đẹp mượt mà hợp cho mình làm vlog camera chụp hình quay video rất đẹp.. nhân viên rất nhiệt tình và dễ thương...pin rất trâu nha mọi người...sau này sẽ bình luận tiếp nha.. quá đẹp và sang trọng..,đã mua tại thế_giới di_động thị_xã an_khê gia lai qua 48h sử_dụng cảm_nhận máy rất đẹp nhanh hợp cho mình làm vlog camera chụp hình quay video rất đẹp nhân_viên rất nhiệt_tình và dễ_thương pin rất trâu nha mọi người sau_này sẽ bình_luận tiếp nha quá đẹp và sang_trọng,5,3,3,3,0,0,3,0,0,3,0
"Rất nhiều ưu điểm.
Từ cấu hình đến vẻ bề ngoài.
Điều duy nhất thấy ko hài lòng lắm là độ nhạy hơi cao, mất công tìm tòi để điều chỉnh lại.
Tại camera quay phim, ko có góc rộng như chụp ảnh, điều này rất nhàm.",rất nhiều ưu_điểm từ cấu_hình đến vẻ bề_ngoài điều duy_nhất thấy không_hài_lòng lắm độ nhạy hơi cao mất_công tìm_tòi để điều_chỉnh lại tại camera quay_phim không_có góc rộng như chụp ảnh điều này rất nhàm,5,0,2,3,1,0,3,0,0,0,0
"Sản phẩm tốt mượt .lên IOS 13 bao ngon luôn mình dùng được 7 THÁNG Pin còn 97% . nói chung là ok và ngon trong tầm giá
Mỗi tội LTE hơi yếu 😀",sản_phẩm tốt nhanh lên ios 13 bao ngon luôn mình dùng được 7 tháng pin còn 97 nói_chung tốt và ngon trong tầm giá mỗi tội lte hơi yếu,5,2,0,0,1,3,3,2,0,0,0
Em mua ip7plus được 3 tháng nhưng dung lượng pin chỉ còn 98% mong được giải đáp ạ,em mua ip7plus được 3 tháng nhưng dùng lượng pin chỉ còn 98 mong được giải_đáp ạ,4,1,0,0,0,0,0,0,0,0,0
"Nhận máy bữa ngày 7, đang dùng thì có việc đi xíu quay lại thì tự động tắt nguồn mà từ khi lấy máy tới giờ máy chỉ bị 1 lần duy nhất, như vậy máy có bị gì không mong TGDD trả lời nhanh dùm mình hay chỉ là lỗi do phần mềm. TGDD trả lời nhanh dùm mình nha.",nhận máy bữa ngày 7 đang dùng có việc đi xíu quay lại tự_động tắt nguồn từ khi lấy máy tới giờ máy chỉ 1 lần duy_nhất như vậy máy có gì không_mong tgdd trả_lời nhanh dùm mình hay chỉ lỗi do phần_mềm tgdd trả_lời nhanh dùm mình nha,4,0,0,0,0,0,1,0,0,0,0
"Mua về xài được 5 tháng thấy ok, pin lâu hết sạc nhanh tầm 2 tiếng, camera đẹp, máy mạnh chơi game vẫn ok PUBG Mobile, Liên Quân mượt mà đáng đồng tiền",mua về xài được 5 tháng thấy tốt pin lâu hết sạc nhanh tầm 2 tiếng camera đẹp máy mạnh chơi trò_chơi vẫn tốt pubg điện_thoại liên_quân nhanh đáng đồng_tiền,4,3,3,0,0,3,3,3,0,0,0
Mới mua con này về sao sóng nó rất yếu. Hai hoặc ba nấc ko lên nổi nất 4. Ưng thì mất hết sóng luôn. Ưng thì ngườin khác gọi thuê bao trong khi ko có tắt nguồn. V bên cửa hàng có chịu đổi ko ạ,mới mua con này về sao sóng nó rất yếu hai hoặc ba nấc không_lên nổi nất 4 ưng mất hết sóng luôn ưng ngườin khác gọi thuê_bao trong khi không_có tắt nguồn với bên cửa_hàng có chịu đổi không_ạ,3,0,0,0,1,0,0,0,0,0,0
Sản phẩm rất tốt...nhân viên rất nhiệt tình...đặc biệt chị Vy tgdđ ở trần hưng đạo kon tum tư vấn hỗ trợ rất nhiệt tình,sản_phẩm rất tốt nhân_viên rất nhiệt_tình đặc_biệt chị vy tgdđ ở trần hưng đạo kon_tum tư_vấn hỗ_trợ rất nhiệt_tình,5,0,0,0,0,3,0,0,0,3,0
Có ai bị lỗ không nge loa ngoài được không máy sài chưa được 2 tháng ko rơi rớt hay va chạm ì,có ai lỗ không_nge loa ngoài được không_máy xài chưa_được 2 tháng không_rơi_rớt hay va_chạm ì,1,0,0,0,1,0,0,0,0,0,0
"Máy thiết kế đẹp sang trọng không nóng như lời đồn!
G90t Rất ngon ,Ai băn khoăn thì xúc mau nha liên quân full settings rất mượt và không nóng",máy thiết_kế đẹp sang_trọng không_nóng như lời đồn g90t rất ngon ai băn_khoăn xúc mau nha liên_quân full settings rất nhanh và không_nóng,5,0,0,3,0,0,3,0,0,0,0
"Sản thiết kế đẹp mỏng,cảm ứng mượn, chụp hình cực đẹp, thiết kế sang trọng, mình rất thích sản phẩm này",sản thiết_kế đẹp mỏng cảm_ứng mượn chụp hình cực đẹp thiết_kế sang_trọng mình rất thích sản_phẩm này,5,0,3,3,3,3,0,0,0,0,0
Máy xài rất ôk .tuy không mua ở tgdd.máy pin cầm xài trung bình hơn 1 ngày dài.cảm thấy rát ok,máy xài rất ôk tuy không_mua ở tgdd máy pin cầm xài trung_bình hơn 1 ngày dài cảm_thấy rát tốt,5,3,0,0,0,3,0,0,0,0,0
"Sámung A71 sài thì cũng ok,  nhưng tai nghe thì  quá tuệ , từ đó giờ mjh dùng nhiều điện thoại và tai nghe rồi, chỉ thấy con a71 này là quá dở",sámung a71 xài cũng tốt nhưng tai_nghe quá tuệ từ đó giờ mjh dùng nhiều điện_thoại và tai_nghe rồi chỉ thấy con a71 này quá dở,3,0,0,0,0,2,0,0,0,1,0
May xài được 3 tháng rất ổn Cấu hình mạnh chơi game rất tuyệt đáng đồng tiền nhân viên phục vụ tốt,may xài được 3 tháng rất tốt cấu_hình mạnh chơi trò_chơi rất tuyệt đáng đồng_tiền nhân_viên phục_vụ tốt,5,0,0,0,0,3,3,3,0,3,0
Mình chạy xe ôm công nghệ grab mình đổi nhiều giồng máy realme và Xiaomi redme note 8 và vivo s1 sử lý ứng dụng chậm và bác sóng 4g iếu định vị cũng không đúng.nhờ e nhân viên vì vở giới thiệu sản phẩm vivo y19 tốt hơn các loại máy sản phẩm hãng khác Vivo y19 không có gì để chê,mình chạy xe_ôm công_nghệ grab mình đổi nhiều giồng máy realme và xiaomi redme note 8 và vivo s1 sử lý ứng_dụng chậm và bác sóng mạng iếu định_vị cũng không_đúng nhờ e nhân_viên vì vở giới_thiệu sản_phẩm vivo y19 tốt hơn loại máy sản_phẩm hãng khác vivo y19 không_có gì để không_thích,5,0,0,0,0,3,0,0,0,3,0
"Pin trâu, giải nhiệt tốt, chơi game mobile legends full độ hoạ ko nóng, sạc nhanh, camera tạm đc ko quên nói nhân viên rất rất tận tâm và nhiệt tình",pin trâu giải_nhiệt tốt chơi trò_chơi điện_thoại legends full độ hoạ không_nóng sạc nhanh camera tạm được không_quên nói nhân_viên rất rất tận_tâm và nhiệt_tình,5,3,2,0,0,0,3,0,0,3,0
"Quét vân tay chậm, nhưng đổi lại nhận diện quá nhanh =)), pin tốt, các bạn tận tình.
Ai có kinh nghiệm chụp ảnh và cài đặt mách mình với.!!
Thanks.
Ps: trải nghiệm được hơn 48h.",quét vân tay chậm nhưng đổi lại nhận_diện quá nhanh pin tốt bạn tận_tình ai có kinh_nghiệm chụp ảnh và cài_đặt mách mình với thanks ps : trải nghiệm được hơn 48h,5,3,0,0,2,0,0,0,0,3,0
Mới mua một em trưa nay nhân viên phục vụ tận tình giao hàng tận nơi nói chung là good,mới mua một em trưa nay nhân_viên phục_vụ tận_tình giao hàng tận nơi nói_chung tốt,5,0,0,0,0,0,0,0,0,3,0
Phím back có vẻ không nhạy lắm. Pin xạc từ 23h30 tới 5h30 sáng pin từ 20% lên được 80%. Pin 5000 nhưng có vẻ cũng dùng được ngày thôi,phím back có vẻ không_nhạy lắm pin sạc từ 23h30 tới 5h30 sáng pin từ 20 lên được 80 pin 50 nhưng có vẻ cũng dùng được ngày thôi,2,1,0,0,1,0,0,0,0,0,0
"Lúc mình mới mua chơi FF cấu hình thường thì vẫn ok
Nhưng chơi được 2-3 tháng đến cấu hình thấp nhất còn giật lag anh em mua về lượt MXH thì ok chứ mua về chiến games nhẹ như FF cấu hình thấp nhất nó cũng giật cho tới bến nhé",lúc mình mới mua chơi ff cấu_hình thường vẫn tốt nhưng chơi được 2 3 tháng đến cấu_hình thấp nhất còn giật giật anh_em mua về lượt mxh tốt chứ mua về chiến games nhẹ như ff cấu_hình thấp nhất nó cũng giật cho tới bến nhé,1,0,0,0,0,0,2,0,0,0,0
"Không đúng như giới thiệu: nếu không cắm tai nghe thì không bắt được radio, chỉ có âm rè rè. Cắm tai nghe thì mới nghe được radio.",không_đúng như giới_thiệu : nếu không_cắm tai_nghe không_bắt được radio chỉ có âm rè rè cắm tai_nghe mới nghe được radio,1,0,0,0,1,0,0,0,0,0,0
Máy thường bị đơ và lag quá.rất tệ.dc cái là pin trâu.thật sai lầm khi mua con này.,máy thường đứng máy và giật quá rất tệ được pin trâu thật sai_lầm khi mua con này,1,3,0,0,0,1,1,0,0,0,0
ở bên tay phải màn hình có vết kẻ đen là sao.ở chỗ âm lượng. Mong tư vấn tôi vừa mới mua song,ở bên tay phải màn_hình có vết kẻ đen sao ở chỗ âm_lượng mong tư_vấn tôi vừa_mới mua song,2,0,0,1,0,0,0,0,0,0,0
máy thiết kế ấn tượng  chụp hình đẹp nhân viên tư vấn nhiệt tình dễ thương chu đáo,máy thiết_kế ấn_tượng chụp hình đẹp nhân_viên tư_vấn nhiệt_tình dễ_thương chu_đáo,5,0,3,3,0,0,0,0,0,3,0
"máy rất mượt , chơi game tốt ko bị lag , pin trâu , camera chụp đẹp , đa nhiệm tốt .",máy rất nhanh chơi trò_chơi tốt không_bị giật pin trâu camera chụp đẹp đa_nhiệm tốt,5,3,3,0,0,0,3,0,0,0,0
"Sản phẩm tốt, máy nhanh mượt và đẹp, nhân viên phục vụ, hướng dẫn tận tình.. hài lìng 100%",sản_phẩm tốt máy nhanh nhanh và đẹp nhân_viên phục_vụ hướng_dẫn tận_tình hài lìng 100,5,0,0,0,0,3,3,0,0,3,0
"Mình mua máy dc gần 2 tháng rồi mình xài thấy cũng ổn mà mng. Pin sử dụng ít thì 2 ngày mình sạc một lần, còn sd nhiều thì xài trong tg từ sáng đến tối luôn (10-11h). Mọi thứ đều ok nhưng khi chụp ảnh hay call video thì có hơi nóng máy một chút.",mình mua máy được gần 2 tháng rồi mình xài thấy cũng tốt mng pin sử_dụng ít 2 ngày mình sạc một lần còn sd nhiều xài trong tg từ sáng đến tối luôn 10 11h mọi thứ đều tốt nhưng khi chụp ảnh hay call video có hơi nóng máy một_chút,5,3,1,0,0,3,2,0,0,0,0
"Sai ổn đinh . Chơi đc tất cả game
Mình mua máy từ thg 5 /2019 h có đc mua sim 260 k ko Zay ad",sai tốt đinh chơi được tất_cả trò_chơi mình mua máy từ thg 5 2019 giờ có được mua sim 260 nghìn không_zay admin,5,0,0,0,0,3,3,0,0,0,0
"Sài tốt. Tất cả đều tốt, rất hài lòng người Việt Nam dùng hàng Việt Nam. Sẽ ủng hộ hàng Việt Nam.",xài tốt tất_cả đều tốt rất hài_lòng người việt nam dùng hàng việt_nam sẽ ủng_hộ hàng việt_nam,5,0,0,0,0,3,0,0,0,3,0
"Rất tuyệt , máy sài mượt , sắc nét chụp ảnh đẹp, nhân viên thân thiện nhiệt tình.",rất tuyệt máy xài nhanh sắc nét chụp ảnh đẹp nhân_viên thân_thiện nhiệt_tình,5,0,3,0,0,3,3,0,0,3,0
"Cho em hỏi lúc chỉnh cử chỉ vuốt, mỗi lần vuốt ra màn hình chính là nó hiện ra 2 góc cạnh bên dưới làm s mất v, e định chụp gửi mà k dc. 
Vs lại s máy e cứ qua đêm là giảm 3-4% pin v, e có chỉnh nhầm j k, e ms mua đc 4-5 ngày",cho em hỏi lúc chỉnh cử_chỉ vuốt mỗi lần vuốt ra màn_hình chính nó hiện ra 2 góc_cạnh bên dưới làm s mất với e định chụp gửi không_được với lại s máy e cứ qua đêm giảm 3 4 pin với e có chỉnh nhầm gì không_e ms mua được 4 5 ngày,4,1,0,0,0,0,1,0,0,0,0
Khoảng nửa tháng sai thấy mọi thứ oke chỉ lâu lâu vao mesing đang nt tự nhiên vặng ra k hiểu bị j mọi thứ thì ok,khoảng nửa tháng sai thấy mọi thứ tốt chỉ lâu_lâu vao mesing đang nt tự_nhiên vặng ra không_hiểu gì mọi thứ tốt,5,0,0,0,0,3,1,0,0,0,0
Ai chê con này không bằng dòng S20 của Samsung thì nên xem lại. Sam chắc hơn được cái màn với Camera chứ cấu hình thì con này ăn chắc.,ai không_thích con này không_bằng dòng s20 của samsung nên xem_lại samsung chắc hơn được màn với camera chứ cấu_hình con này ăn chắc,5,0,0,0,0,0,3,0,1,0,0
Tuyệt với. Cầm máy rất chắc chắn đầm tay. Ngoại quan rất đẹp và sang trong. Trông rút men,tuyệt với cầm máy rất chắc_chắn đầm tay ngoại quan rất đẹp và sang trong trông rút bạn,5,0,0,3,0,3,0,0,0,0,0
"phần cảm biến khá tệ, pin rất tốt, hiệu năng ổn, đủ để chiến các tựa game nặng, màn hình hơi tối",phần cảm_biến khá tệ pin rất tốt hiệu_năng tốt đủ để chiến tựa trò_chơi nặng màn_hình hơi tối,3,3,0,0,1,0,3,0,1,0,0
"Dùng một năm vẫn ok....cảm giác như ngày đầu dùng,cân mọi loại game....camera trc hơi tệ xíu",dùng một năm vẫn tốt cảm_giác như ngày đầu dùng cân mọi loại trò_chơi camera trc hơi tệ xíu,5,0,1,0,0,3,3,0,0,0,0
"Sản phẩm có thiết kế đẹp, pin trâu, chơi game mượt, ngoại trừ các phím cứng hơi khó phản hồi lúc nhận lúc ko, loa ngoài khi nghe ở âm lượng nhỏ thì bị rè. Nói chung được này thì mất kia, ở tầm giá này với cấu hình và thiết kế như vậy là quá ngon ko đòi hỏi gì được nữa.",sản_phẩm có thiết_kế đẹp pin trâu chơi trò_chơi nhanh ngoại_trừ phím cứng hơi khó phản_hồi lúc nhận lúc không_loa ngoài khi nghe ở âm_lượng nhỏ rè nói_chung được này mất kia ở tầm giá này với cấu_hình và thiết_kế như_vậy quá ngon không_đòi_hỏi gì được nữa,5,3,0,2,1,3,3,2,0,0,0
Cũng ok nhưng camera sắc nét quá thấy hết mụn😂😂 . Chiến LQM fps 60 nha. Cấu hình độ phân giải max,cũng tốt nhưng camera sắc nét quá thấy hết mụn chiến lqm fps 60 nha cấu_hình độ phân_giải max,4,0,3,0,0,2,3,0,0,0,0
Pin chán thật wifi bắt kém cấu hình nâng cao mà chạy k bằng các máy cũ nói chung là k nên mua lưới reno 2F,pin chán thật wifi bắt kém cấu_hình nâng cao chạy không_bằng máy cũ nói_chung không_nên mua lưới reno 2f,2,1,0,0,1,1,0,0,0,0,0
"Máy saì qua êm ,mình chọn còn này kg lầm ,mình thấy kg thưa hàng Trung Quốc ,đung là hàng việt năm chất lương cao",máy saì qua êm mình chọn còn này không_lầm mình thấy không_thưa hàng trung quốc đung hàng việt năm chất lương cao,5,0,0,0,0,0,3,0,0,3,0
Máy update lên mui 10.3.5 sao sài thấy rất nóng với hảo pin bản cũ mua ở TGDD là 10.2.8,máy update lên mui 10 3 5 sao xài thấy rất nóng với hảo pin bản cũ mua ở tgdd 10 2 8,4,1,0,0,0,0,1,0,0,0,0
16-11-2019 đuợc tận tay cầm vào Redmi note 8 pro Máy đẹp.chụp ảnh ok.game thì khỏi bàn.k nóng như trên ytb.,16 11 2019 đuợc tận_tay_cầm vào redmi note 8 pro máy đẹp chụp ảnh tốt trò_chơi khỏi bàn không_nóng như trên ytb,5,0,3,3,0,0,3,0,0,0,0
Điện thoại tôi mua được 5 tháng h camera trước không mở dc camera sao thì bt là lỗi phâm cứng hay phầm miềm,điện_thoại tôi mua được 5 tháng giờ camera trước không_mở được camera sao bình_thường lỗi phâm cứng hay phầm miềm,3,0,1,0,0,0,1,0,0,0,0
Nhân viên rất nhiệt tình với khach hàng mình rất hài lòng .ngoại hình máy đẹp camera chụp ảnh rất đẹp pin trâu mang hình đẹp mình rất thích vivo v19 nay,nhân_viên rất nhiệt_tình với khach hàng mình rất hài_lòng ngoại_hình máy đẹp camera chụp ảnh rất đẹp pin trâu mang hình đẹp mình rất thích vivo v19 nay,5,3,3,3,0,3,0,0,0,3,0
"Mình mới mua được một tuần, máy mượt pin dùng 1,5 ngày màn hình đẹp dễ sử dụng, camera tốt.",mình mới mua được một tuần máy nhanh pin dùng 1 5 ngày màn_hình đẹp dễ sử_dụng camera tốt,5,3,3,0,0,0,3,0,3,0,0
Mới mua hôm qua. Pin trâu. Camera sát nét.game liên quân thì ngon khỏi bàn.cho 4 sao.thêm 1 sao nhân viên nhiệt tình. Là 5 sao,mới mua hôm_qua pin trâu camera sát nét trò_chơi liên_quân ngon khỏi bàn cho 4 sao thêm 1 sao nhân_viên nhiệt_tình 5 sao,5,3,3,0,0,0,3,0,0,3,0
Máy mới mua về xài cũng tốt . pin trâu nhưng tụt hơi nhanh. Vân tay cũng khá nhạy. Màn hình ổn. Nói chung là ok.,máy mới mua về xài cũng tốt pin trâu nhưng tụt hơi nhanh vân tay cũng khá nhạy màn_hình tốt nói_chung tốt,4,2,0,0,3,3,0,0,3,0,0
"máy nhiều lỗi nhất là wifi , danh bạ,Loa điện thoại quá nhỏ và camera xứng đáng 1 sao",máy nhiều lỗi nhất wifi danh_bạ loa điện_thoại quá nhỏ và camera xứng_đáng 1 sao,1,0,1,0,1,0,0,0,0,0,0
Máy ok nhưng chụp cận cảnh 3-5 cm.còn vật có lẽ bây mất ko chụp được.loa to nhưng rung mặt sau lưng ốp,máy tốt nhưng chụp cận_cảnh 3 5 cm còn vật có_lẽ bây mất không_chụp được loa to nhưng rung mặt sau lưng ốp,4,0,1,0,2,3,0,0,0,0,0
Dây sạc của đt sạc ko vô . Chập chờn và ghi thông báo đang sạc bằng cáp chứ ko có sạc siêu nhanh nữa . Vậy bên tgdd có bảo hành khộng vậy ạ .,dây sạc của điện_thoại sạc không_vô chập_chờn và ghi thông_báo đang sạc bằng cáp chứ không_có sạc siêu nhanh nữa vậy bên tgdd có bảo_hành khộng vậy ạ,5,1,0,0,0,0,0,0,0,1,0
"pin trâu
 pubg max setting ok k giật lag
pin trâu 
không nóng như trên youtube
vừa tiis tiền
camera chụp ảnh ổn",pin trâu pubg max setting tốt không_giật_giật pin trâu không_nóng như trên youtube vừa tiis tiền camera chụp ảnh tốt,4,3,3,0,0,0,3,3,0,0,0
"sản phẩm dùng rất tốt, bền và đẹp, rất ưng ý.
Nhân viên nhiệt tình , hướng dẫn sử dụng dễ hiểu
 sẽ ủng hộ điện máy xanh nữa",sản_phẩm dùng rất tốt bền và đẹp rất ưng_ý nhân_viên nhiệt_tình hướng_dẫn sử_dụng dễ hiểu sẽ ủng_hộ điện_máy xanh nữa,5,0,0,3,0,3,0,0,0,3,0
"Mới mua xài bá chấy,cảm ứng 90hz qá mượt k 1 lag giật,tốc độ nhah vãi chưởng,loa to,pin  trâu,sạc cực nhanh 30p có 70% pin xài vi vu....lq max phà phà....xài cả ngày k thấy hết pin...qá ổn,qá tốt....ngon hơn note 8 pro nhìu....ae nào mún mua,cứ mua nha...qá tuyệt,lựa chọn k tồi!!!!",mới mua xài bá chấy cảm_ứng 90hz quá nhanh không_1 giật giật tốc_độ nhah vãi chưởng loa to pin trâu sạc cực nhanh 30p có 70 pin xài vi_vu lq max phà phà xài ngày không_thấy hết pin quá tốt quá tốt ngon hơn note 8 pro nhiều ae nào mún mua cứ mua nha quá tuyệt lựa_chọn không_tồi,5,3,0,0,3,3,3,0,3,0,0
